date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:13:00	139885/139885	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ea9ced8f44e97b26d5d8c6d77424187a%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/2068-4c449cb7f605fcfa.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/2068-4c449cb7f605fcfa.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:00	125836/125836	---MCZ	200	added ('OK')	application/javascript	etag:W/%22996e7dda7037eb198ce0c30760f0fca7%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/app/layout-a9a2b366e31d7e9b.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/app/layout-a9a2b366e31d7e9b.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:00	9537/9537	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f8e38d904b031a15b58ca4bc5af36b50%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/3111-9aa729b2762c9507.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/3111-9aa729b2762c9507.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:01	16105/16105	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ffcb355f78174be4f5cd476c5c193611%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/7213-5733fc7e2e83f358.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/7213-5733fc7e2e83f358.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:01	10654/10654	---MCZ	200	added ('OK')	application/javascript	etag:W/%227331cda648e9b1d0cf535c9d98c7c3c0%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/1178-f56b4e7400cb95fb.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/1178-f56b4e7400cb95fb.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:01	13432/13432	---MCZ	200	added ('OK')	application/javascript	etag:W/%220f8433e48e107f9eced32a06efc20658%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/app/(homes)/home-08/page-06158f27fb12cdd6.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/app/(homes)/home-08/page-06158f27fb12cdd6.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:02	10595/10595	---MCZ	200	added ('OK')	application/javascript	etag:W/%22995be9ea8c9211156b6841fb50a178f7%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/9345-4ca5f60a4d9d1d55.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/9345-4ca5f60a4d9d1d55.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:02	36474/36474	---MCZ	200	added ('OK')	application/javascript	etag:W/%22affcefde60b23e52b49988fca253b8b4%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/1660-30f8157546a144dc.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/1660-30f8157546a144dc.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:02	22272/22272	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b0a68a09b0a8d34033c9d5dadf1d4384%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/6994-e86b4d5e563a5386.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/6994-e86b4d5e563a5386.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:03	35407/35407	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215168f05a4e8a9686c295c2e93c1a72a%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/4176-775d5a9e6a2ef0ad.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/4176-775d5a9e6a2ef0ad.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:03	26577/26577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22601b49fa4bab885e08dfbbba126e45f9%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/app/page-f86f0231be342ea6.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/app/page-f86f0231be342ea6.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:03	2882/2882	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22658a5fdb94a7c81ba07d9e36a35322f4%22	https://ecomusnext-themesflat.vercel.app/favicon.ico	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/favicon.ico	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:04	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://ecomusnext-themesflat.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:04	3017/3017	---M--	200	added ('OK')	image/png	etag:%22f3fc2844325a5463394093c946c4fc29%22	https://ecomusnext-themesflat.vercel.app/images/logo/logo-white@2x.png	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/logo/logo-white@2x.png	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:04	254339/254339	---MCZ	200	added ('OK')	text/html	etag:W/%22d8da9cefb413ac4d63abc81752fae5b6%22	https://ecomusnext-themesflat.vercel.app/	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/index.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:04	17361/17361	---M--	200	added ('OK')	image/jpeg	etag:%2294a1cebfacebe03354e3e3173eae3d60%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-01.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-01.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:05	255240/255240	---MCZ	200	added ('OK')	text/html	etag:W/%2274290471f931e679d12fa2cc062c89c5%22	https://ecomusnext-themesflat.vercel.app/home-multi-brand	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-multi-brand.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:05	17535/17535	---M--	200	added ('OK')	image/jpeg	etag:%22a1d2e4d4713072683118410dc2a21c64%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-multi-brand.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-multi-brand.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:06	244928/244928	---MCZ	200	added ('OK')	text/html	etag:W/%22d24484e55ff9b6f747c43cb2556d1348%22	https://ecomusnext-themesflat.vercel.app/home-02	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-02.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:06	17825/17825	---M--	200	added ('OK')	image/jpeg	etag:%22b508af20327ee46b315d5a28754d982e%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-02.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-02.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:06	259329/259329	---MCZ	200	added ('OK')	text/html	etag:W/%224baca643690d48731b358164e595f6bb%22	https://ecomusnext-themesflat.vercel.app/home-03	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-03.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:07	25514/25514	---M--	200	added ('OK')	image/jpeg	etag:%224b1856758ab49edeb7fa674bf2185114%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-03.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-03.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:07	253547/253547	---MCZ	200	added ('OK')	text/html	etag:W/%220513c42a75e417ee576c065811059427%22	https://ecomusnext-themesflat.vercel.app/home-04	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-04.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:07	19088/19088	---M--	200	added ('OK')	image/jpeg	etag:%225d1d9aaa1d4a56efb94b8cf6a963d5eb%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-04.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-04.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:08	242321/242321	---MCZ	200	added ('OK')	text/html	etag:W/%22eee02e8d35fd734564b6e57637891bca%22	https://ecomusnext-themesflat.vercel.app/home-05	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-05.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:08	31407/31407	---M--	200	added ('OK')	image/jpeg	etag:%222362d9ed2a9f8dbe4b62217ecbaaf2ae%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-05.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-05.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:08	245452/245452	---MCZ	200	added ('OK')	text/html	etag:W/%22311669bf550d9f1baac545454c9aeb6e%22	https://ecomusnext-themesflat.vercel.app/home-06	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-06.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:09	18342/18342	---M--	200	added ('OK')	image/jpeg	etag:%22ba286b803685b03eb66608073113b3ae%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-06.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-06.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:09	306342/306342	---MCZ	200	added ('OK')	text/html	etag:W/%22916cc3db42f6285af316c0eacac73742%22	https://ecomusnext-themesflat.vercel.app/home-personalized-pod	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-personalized-pod.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:09	42671/42671	---M--	200	added ('OK')	image/jpeg	etag:%22df2f7b36778f9ec60a9dc37d2e400a98%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-personalized-pod.jpg	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-personalized-pod.jpg	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:10	272379/272379	---MCZ	200	added ('OK')	text/html	etag:W/%22d305c4fa5bf09634b624fd8b69ea6670%22	https://ecomusnext-themesflat.vercel.app/home-pickleball	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-pickleball.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:10	21909/21909	---M--	200	added ('OK')	image/png	etag:%226ad384e36e81d0cdbb5cb6142786c621%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-pickleball.png	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-pickleball.png	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:11	224939/224939	---MCZ	200	added ('OK')	text/html	etag:W/%225b38e4a187477a7bb191910dc60eb60d%22	https://ecomusnext-themesflat.vercel.app/home-ceramic	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-ceramic.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:11	31341/31341	---M--	200	added ('OK')	image/png	etag:%221d59923aa705b010288cd231e62019f0%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-ceramic.png	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-ceramic.png	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:12	236861/236861	---MCZ	200	added ('OK')	text/html	etag:W/%22999460e0d49ffb475aabd2ce6ec3167f%22	https://ecomusnext-themesflat.vercel.app/home-food	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-food.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:12	26905/26905	---M--	200	added ('OK')	image/png	etag:%2244834762e273634185bc0fbe9a8c2132%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-food.png	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-food.png	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:12	243948/243948	---MCZ	200	added ('OK')	text/html	etag:W/%22936e81d8a063ad898f620b6e49ea5743%22	https://ecomusnext-themesflat.vercel.app/home-camp-and-hike	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-camp-and-hike.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:12	38137/38137	---M--	200	added ('OK')	image/png	etag:%2269eefc49c213148c9e6c45f8d79a0657%22	https://ecomusnext-themesflat.vercel.app/images/demo/home-camp-and-hike.png	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/images/demo/home-camp-and-hike.png	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:14	196838/196838	---MCZ	200	added ('OK')	text/html	etag:W/%2298371973070023a94eea7c57fa4bcbe2%22	https://ecomusnext-themesflat.vercel.app/shop-default	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-default.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:14	207609/207609	---MCZ	200	added ('OK')	text/html	etag:W/%2214b54daa7ba2b159e7f0938d231830ec%22	https://ecomusnext-themesflat.vercel.app/shop-left-sidebar	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-left-sidebar.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:15	217358/217358	---MCZ	200	added ('OK')	text/html	etag:W/%229dd8e03fe1bdcec4c29d7b789f367ff8%22	https://ecomusnext-themesflat.vercel.app/shop-right-sidebar	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-right-sidebar.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:17	202053/202053	---MCZ	200	added ('OK')	text/html	etag:W/%22a35caf3a7f5a67ab077a097939fc77d7%22	https://ecomusnext-themesflat.vercel.app/shop-fullwidth	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-fullwidth.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:17	207330/207330	---MCZ	200	added ('OK')	text/html	etag:W/%2288fc481ad09df2404973771c67263eaa%22	https://ecomusnext-themesflat.vercel.app/shop-collection-sub	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-collection-sub.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:18	199228/199228	---MCZ	200	added ('OK')	text/html	etag:W/%228193a5e7f4329345312ebd1902c05a8a%22	https://ecomusnext-themesflat.vercel.app/shop-collection-list	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-collection-list.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:19	196790/196790	---MCZ	200	added ('OK')	text/html	etag:W/%22721f607c94f06817da1c21f003d5cc1c%22	https://ecomusnext-themesflat.vercel.app/shop-link	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-link.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:20	197058/197058	---MCZ	200	added ('OK')	text/html	etag:W/%2237a5b28ebf4e8f58f01401ee8c73d1b5%22	https://ecomusnext-themesflat.vercel.app/shop-loadmore	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-loadmore.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:21	197201/197201	---MCZ	200	added ('OK')	text/html	etag:W/%2247e211362ffeb0d95bcca66ba07c7c97%22	https://ecomusnext-themesflat.vercel.app/shop-infinite-scrolling	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-infinite-scrolling.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:22	196216/196216	---MCZ	200	added ('OK')	text/html	etag:W/%2254c17195136b569d8d0728d19438f1a7%22	https://ecomusnext-themesflat.vercel.app/shop-filter-sidebar	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-filter-sidebar.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:22	196918/196918	---MCZ	200	added ('OK')	text/html	etag:W/%22f6fd5662a8fe8442780f1640c76f9f07%22	https://ecomusnext-themesflat.vercel.app/shop-filter-hidden	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/shop-filter-hidden.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:23	202072/202072	---MCZ	200	added ('OK')	text/html	etag:W/%22ced8ed8de8eba8cb8ce4ad14eab34ece%22	https://ecomusnext-themesflat.vercel.app/product-style-01	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/product-style-01.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:24	202064/202064	---MCZ	200	added ('OK')	text/html	etag:W/%22e35c90da9cc745bc5b4e2acf9bb54c3a%22	https://ecomusnext-themesflat.vercel.app/product-style-02	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/product-style-02.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:25	202566/202566	---MCZ	200	added ('OK')	text/html	etag:W/%2272f2c0ec72a275632a44b72144b59325%22	https://ecomusnext-themesflat.vercel.app/product-style-03	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/product-style-03.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:26	202567/202567	---MCZ	200	added ('OK')	text/html	etag:W/%22b0cf5b16a8a970b2d051854ffe5337a0%22	https://ecomusnext-themesflat.vercel.app/product-style-04	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/product-style-04.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:27	202072/202072	---MCZ	200	added ('OK')	text/html	etag:W/%226f6cc7f2e945c0b99ad826903aabbf8f%22	https://ecomusnext-themesflat.vercel.app/product-style-05	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/product-style-05.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:29	202074/202074	---MCZ	200	added ('OK')	text/html	etag:W/%22376670915e238974cc912f9a6f1fc908%22	https://ecomusnext-themesflat.vercel.app/product-style-06	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/product-style-06.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:30	202074/202074	---MCZ	200	added ('OK')	text/html	etag:W/%226cf712d9d7531005001cd7f0be4b4c3a%22	https://ecomusnext-themesflat.vercel.app/product-style-07	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/product-style-07.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
17:13:31	243292/243292	---MCZ	200	added ('OK')	text/html	etag:W/%22c90e9cea76b13ca16b164671084a4c9d%22	https://ecomusnext-themesflat.vercel.app/home-men	C:/Users/WELCOME/Documents/Veer%20bhaiya%20kaa%20AI%20websites/test%20for%20clone/copy/ecomusnext-themesflat.vercel.app/home-men.html	(from https://ecomusnext-themesflat.vercel.app/home-08)
